Row ID,Geography ID,Name,Variable Code,Variable,Value,Variable Unit,Date,Location
19065_1999_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,445842,Thousands of dollars,12/31/1999,POINT (-91.840376 42.864122)
19065_2000_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,478754,Thousands of dollars,12/31/2000,POINT (-91.840376 42.864122)
19065_2001_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,489346,Thousands of dollars,12/31/2001,POINT (-91.840376 42.864122)
19065_2002_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,489286,Thousands of dollars,12/31/2002,POINT (-91.840376 42.864122)
19065_2003_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,486106,Thousands of dollars,12/31/2003,POINT (-91.840376 42.864122)
19065_2004_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,538938,Thousands of dollars,12/31/2004,POINT (-91.840376 42.864122)
19065_2005_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,555868,Thousands of dollars,12/31/2005,POINT (-91.840376 42.864122)
19065_2006_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,562830,Thousands of dollars,12/31/2006,POINT (-91.840376 42.864122)
19065_2007_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,615449,Thousands of dollars,12/31/2007,POINT (-91.840376 42.864122)
19065_2008_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,648952,Thousands of dollars,12/31/2008,POINT (-91.840376 42.864122)
19065_2009_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,628282,Thousands of dollars,12/31/2009,POINT (-91.840376 42.864122)
19065_2010_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,679937,Thousands of dollars,12/31/2010,POINT (-91.840376 42.864122)
19065_2011_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,784910,Thousands of dollars,12/31/2011,POINT (-91.840376 42.864122)
19065_2012_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,805763,Thousands of dollars,12/31/2012,POINT (-91.840376 42.864122)
19065_2013_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,808472,Thousands of dollars,12/31/2013,POINT (-91.840376 42.864122)
19065_2014_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,805077,Thousands of dollars,12/31/2014,POINT (-91.840376 42.864122)
19065_2015_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,798316,Thousands of dollars,12/31/2015,POINT (-91.840376 42.864122)
19065_2016_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,795316,Thousands of dollars,12/31/2016,POINT (-91.840376 42.864122)
19065_2017_CAINC1-1_annual,19065,"Fayette, IA",CAINC1-1,Personal income,830884,Thousands of dollars,12/31/2017,POINT (-91.840376 42.864122)
19067_1997_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,367020,Thousands of dollars,12/31/1997,POINT (-92.787367 43.052741)
19067_1998_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,368648,Thousands of dollars,12/31/1998,POINT (-92.787367 43.052741)
19067_1999_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,365505,Thousands of dollars,12/31/1999,POINT (-92.787367 43.052741)
19067_2000_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,390788,Thousands of dollars,12/31/2000,POINT (-92.787367 43.052741)
19067_2001_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,405543,Thousands of dollars,12/31/2001,POINT (-92.787367 43.052741)
19067_2002_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,417902,Thousands of dollars,12/31/2002,POINT (-92.787367 43.052741)
19067_2003_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,421052,Thousands of dollars,12/31/2003,POINT (-92.787367 43.052741)
19067_2004_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,469133,Thousands of dollars,12/31/2004,POINT (-92.787367 43.052741)
19067_2005_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,482312,Thousands of dollars,12/31/2005,POINT (-92.787367 43.052741)
19067_2006_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,488437,Thousands of dollars,12/31/2006,POINT (-92.787367 43.052741)
19067_2007_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,525867,Thousands of dollars,12/31/2007,POINT (-92.787367 43.052741)
19067_2008_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,562572,Thousands of dollars,12/31/2008,POINT (-92.787367 43.052741)
19067_2009_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,545418,Thousands of dollars,12/31/2009,POINT (-92.787367 43.052741)
19067_2010_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,568322,Thousands of dollars,12/31/2010,POINT (-92.787367 43.052741)
19067_2011_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,616813,Thousands of dollars,12/31/2011,POINT (-92.787367 43.052741)
19067_2012_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,622651,Thousands of dollars,12/31/2012,POINT (-92.787367 43.052741)
19067_2013_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,670869,Thousands of dollars,12/31/2013,POINT (-92.787367 43.052741)
19067_2015_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,714622,Thousands of dollars,12/31/2015,POINT (-92.787367 43.052741)
19067_2016_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,697174,Thousands of dollars,12/31/2016,POINT (-92.787367 43.052741)
19067_2017_CAINC1-1_annual,19067,"Floyd, IA",CAINC1-1,Personal income,700737,Thousands of dollars,12/31/2017,POINT (-92.787367 43.052741)
19069_1997_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,261790,Thousands of dollars,12/31/1997,POINT (-93.271425 42.736549)
19069_1998_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,268467,Thousands of dollars,12/31/1998,POINT (-93.271425 42.736549)
19069_1999_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,259505,Thousands of dollars,12/31/1999,POINT (-93.271425 42.736549)
19069_2000_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,285837,Thousands of dollars,12/31/2000,POINT (-93.271425 42.736549)
19069_2001_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,287413,Thousands of dollars,12/31/2001,POINT (-93.271425 42.736549)
19069_2002_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,281382,Thousands of dollars,12/31/2002,POINT (-93.271425 42.736549)
19069_2003_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,280016,Thousands of dollars,12/31/2003,POINT (-93.271425 42.736549)
19069_2004_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,333473,Thousands of dollars,12/31/2004,POINT (-93.271425 42.736549)
19069_2005_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,333824,Thousands of dollars,12/31/2005,POINT (-93.271425 42.736549)
19069_2006_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,339924,Thousands of dollars,12/31/2006,POINT (-93.271425 42.736549)
19069_2007_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,384799,Thousands of dollars,12/31/2007,POINT (-93.271425 42.736549)
19069_2008_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,390293,Thousands of dollars,12/31/2008,POINT (-93.271425 42.736549)
19069_2009_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,381011,Thousands of dollars,12/31/2009,POINT (-93.271425 42.736549)
19069_2010_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,405401,Thousands of dollars,12/31/2010,POINT (-93.271425 42.736549)
19069_2011_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,506193,Thousands of dollars,12/31/2011,POINT (-93.271425 42.736549)
19069_2012_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,512103,Thousands of dollars,12/31/2012,POINT (-93.271425 42.736549)
19069_2013_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,537588,Thousands of dollars,12/31/2013,POINT (-93.271425 42.736549)
19069_2014_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,524153,Thousands of dollars,12/31/2014,POINT (-93.271425 42.736549)
19069_2015_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,517089,Thousands of dollars,12/31/2015,POINT (-93.271425 42.736549)
19069_2016_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,476040,Thousands of dollars,12/31/2016,POINT (-93.271425 42.736549)
19069_2017_CAINC1-1_annual,19069,"Franklin, IA",CAINC1-1,Personal income,499676,Thousands of dollars,12/31/2017,POINT (-93.271425 42.736549)
19071_1997_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,188171,Thousands of dollars,12/31/1997,POINT (-95.599182 40.74259000000001)
19071_1998_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,192314,Thousands of dollars,12/31/1998,POINT (-95.599182 40.74259000000001)
19071_1999_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,205184,Thousands of dollars,12/31/1999,POINT (-95.599182 40.74259000000001)
19071_2000_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,220683,Thousands of dollars,12/31/2000,POINT (-95.599182 40.74259000000001)
19071_2001_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,219867,Thousands of dollars,12/31/2001,POINT (-95.599182 40.74259000000001)
19071_2002_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,213283,Thousands of dollars,12/31/2002,POINT (-95.599182 40.74259000000001)
19071_2003_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,224066,Thousands of dollars,12/31/2003,POINT (-95.599182 40.74259000000001)
19071_2004_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,258243,Thousands of dollars,12/31/2004,POINT (-95.599182 40.74259000000001)
19071_2005_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,248365,Thousands of dollars,12/31/2005,POINT (-95.599182 40.74259000000001)
19071_2006_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,253125,Thousands of dollars,12/31/2006,POINT (-95.599182 40.74259000000001)
19071_2007_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,273851,Thousands of dollars,12/31/2007,POINT (-95.599182 40.74259000000001)
19071_2008_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,297579,Thousands of dollars,12/31/2008,POINT (-95.599182 40.74259000000001)
19071_2009_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,329692,Thousands of dollars,12/31/2009,POINT (-95.599182 40.74259000000001)
19071_2010_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,323955,Thousands of dollars,12/31/2010,POINT (-95.599182 40.74259000000001)
19071_2011_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,318454,Thousands of dollars,12/31/2011,POINT (-95.599182 40.74259000000001)
19071_2012_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,328233,Thousands of dollars,12/31/2012,POINT (-95.599182 40.74259000000001)
19071_2013_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,326492,Thousands of dollars,12/31/2013,POINT (-95.599182 40.74259000000001)
19071_2014_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,308925,Thousands of dollars,12/31/2014,POINT (-95.599182 40.74259000000001)
19071_2015_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,290869,Thousands of dollars,12/31/2015,POINT (-95.599182 40.74259000000001)
19071_2016_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,289836,Thousands of dollars,12/31/2016,POINT (-95.599182 40.74259000000001)
19071_2017_CAINC1-1_annual,19071,"Fremont, IA",CAINC1-1,Personal income,305472,Thousands of dollars,12/31/2017,POINT (-95.599182 40.74259000000001)
19073_1997_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,230942,Thousands of dollars,12/31/1997,POINT (-94.388703 42.042494)
19073_1998_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,232673,Thousands of dollars,12/31/1998,POINT (-94.388703 42.042494)
19073_1999_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,234061,Thousands of dollars,12/31/1999,POINT (-94.388703 42.042494)
19073_2000_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,249681,Thousands of dollars,12/31/2000,POINT (-94.388703 42.042494)
19073_2001_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,254979,Thousands of dollars,12/31/2001,POINT (-94.388703 42.042494)
19073_2002_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,267572,Thousands of dollars,12/31/2002,POINT (-94.388703 42.042494)
19073_2003_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,273812,Thousands of dollars,12/31/2003,POINT (-94.388703 42.042494)
19073_2004_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,312380,Thousands of dollars,12/31/2004,POINT (-94.388703 42.042494)
19073_2005_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,307634,Thousands of dollars,12/31/2005,POINT (-94.388703 42.042494)
19073_2006_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,306640,Thousands of dollars,12/31/2006,POINT (-94.388703 42.042494)
19073_2007_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,344150,Thousands of dollars,12/31/2007,POINT (-94.388703 42.042494)
19073_2008_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,372896,Thousands of dollars,12/31/2008,POINT (-94.388703 42.042494)
19073_2009_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,369127,Thousands of dollars,12/31/2009,POINT (-94.388703 42.042494)
19073_2010_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,365014,Thousands of dollars,12/31/2010,POINT (-94.388703 42.042494)
19073_2011_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,432794,Thousands of dollars,12/31/2011,POINT (-94.388703 42.042494)
19073_2012_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,435804,Thousands of dollars,12/31/2012,POINT (-94.388703 42.042494)
19073_2013_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,438855,Thousands of dollars,12/31/2013,POINT (-94.388703 42.042494)
19073_2014_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,438961,Thousands of dollars,12/31/2014,POINT (-94.388703 42.042494)
19073_2015_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,405904,Thousands of dollars,12/31/2015,POINT (-94.388703 42.042494)
19073_2016_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,408576,Thousands of dollars,12/31/2016,POINT (-94.388703 42.042494)
19073_2017_CAINC1-1_annual,19073,"Greene, IA",CAINC1-1,Personal income,407120,Thousands of dollars,12/31/2017,POINT (-94.388703 42.042494)
19075_1997_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,329976,Thousands of dollars,12/31/1997,POINT (-92.790261 42.403323)
19075_1998_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,322056,Thousands of dollars,12/31/1998,POINT (-92.790261 42.403323)
19075_1999_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,313892,Thousands of dollars,12/31/1999,POINT (-92.790261 42.403323)
19075_2000_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,334359,Thousands of dollars,12/31/2000,POINT (-92.790261 42.403323)
19075_2001_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,350554,Thousands of dollars,12/31/2001,POINT (-92.790261 42.403323)
19075_2002_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,355916,Thousands of dollars,12/31/2002,POINT (-92.790261 42.403323)
19075_2003_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,360916,Thousands of dollars,12/31/2003,POINT (-92.790261 42.403323)
19075_2004_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,412985,Thousands of dollars,12/31/2004,POINT (-92.790261 42.403323)
19075_2005_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,419317,Thousands of dollars,12/31/2005,POINT (-92.790261 42.403323)
19075_2006_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,435276,Thousands of dollars,12/31/2006,POINT (-92.790261 42.403323)
19075_2007_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,470722,Thousands of dollars,12/31/2007,POINT (-92.790261 42.403323)
19075_2008_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,526664,Thousands of dollars,12/31/2008,POINT (-92.790261 42.403323)
19075_2009_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,516664,Thousands of dollars,12/31/2009,POINT (-92.790261 42.403323)
19075_2010_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,525149,Thousands of dollars,12/31/2010,POINT (-92.790261 42.403323)
19075_2011_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,585584,Thousands of dollars,12/31/2011,POINT (-92.790261 42.403323)
19075_2012_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,624580,Thousands of dollars,12/31/2012,POINT (-92.790261 42.403323)
19075_2013_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,616261,Thousands of dollars,12/31/2013,POINT (-92.790261 42.403323)
19075_2014_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,595944,Thousands of dollars,12/31/2014,POINT (-92.790261 42.403323)
19075_2015_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,599336,Thousands of dollars,12/31/2015,POINT (-92.790261 42.403323)
19075_2016_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,588218,Thousands of dollars,12/31/2016,POINT (-92.790261 42.403323)
19075_2017_CAINC1-1_annual,19075,"Grundy, IA",CAINC1-1,Personal income,627630,Thousands of dollars,12/31/2017,POINT (-92.790261 42.403323)
19077_1997_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,250791,Thousands of dollars,12/31/1997,POINT (-94.501272 41.683573)
19077_1998_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,262952,Thousands of dollars,12/31/1998,POINT (-94.501272 41.683573)
19077_1999_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,262106,Thousands of dollars,12/31/1999,POINT (-94.501272 41.683573)
19077_2000_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,283275,Thousands of dollars,12/31/2000,POINT (-94.501272 41.683573)
19077_2001_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,295322,Thousands of dollars,12/31/2001,POINT (-94.501272 41.683573)
19077_2002_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,304573,Thousands of dollars,12/31/2002,POINT (-94.501272 41.683573)
19077_2003_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,316930,Thousands of dollars,12/31/2003,POINT (-94.501272 41.683573)
19077_2004_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,381226,Thousands of dollars,12/31/2004,POINT (-94.501272 41.683573)
19077_2005_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,388652,Thousands of dollars,12/31/2005,POINT (-94.501272 41.683573)
19077_2006_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,422126,Thousands of dollars,12/31/2006,POINT (-94.501272 41.683573)
19077_2007_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,438977,Thousands of dollars,12/31/2007,POINT (-94.501272 41.683573)
19077_2008_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,484874,Thousands of dollars,12/31/2008,POINT (-94.501272 41.683573)
19077_2009_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,427318,Thousands of dollars,12/31/2009,POINT (-94.501272 41.683573)
19077_2010_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,427535,Thousands of dollars,12/31/2010,POINT (-94.501272 41.683573)
19077_2011_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,485806,Thousands of dollars,12/31/2011,POINT (-94.501272 41.683573)
19077_2012_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,481961,Thousands of dollars,12/31/2012,POINT (-94.501272 41.683573)
19077_2013_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,524676,Thousands of dollars,12/31/2013,POINT (-94.501272 41.683573)
19077_2014_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,514918,Thousands of dollars,12/31/2014,POINT (-94.501272 41.683573)
19077_2015_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,537349,Thousands of dollars,12/31/2015,POINT (-94.501272 41.683573)
19077_2016_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,524359,Thousands of dollars,12/31/2016,POINT (-94.501272 41.683573)
19077_2017_CAINC1-1_annual,19077,"Guthrie, IA",CAINC1-1,Personal income,523135,Thousands of dollars,12/31/2017,POINT (-94.501272 41.683573)
19079_1997_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,424014,Thousands of dollars,12/31/1997,POINT (-93.709198 42.390768)
19079_1998_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,417613,Thousands of dollars,12/31/1998,POINT (-93.709198 42.390768)
19079_1999_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,413260,Thousands of dollars,12/31/1999,POINT (-93.709198 42.390768)
19079_2000_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,441548,Thousands of dollars,12/31/2000,POINT (-93.709198 42.390768)
19079_2001_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,448136,Thousands of dollars,12/31/2001,POINT (-93.709198 42.390768)
19079_2002_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,444114,Thousands of dollars,12/31/2002,POINT (-93.709198 42.390768)
19079_2003_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,456551,Thousands of dollars,12/31/2003,POINT (-93.709198 42.390768)
19079_2004_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,517406,Thousands of dollars,12/31/2004,POINT (-93.709198 42.390768)
19079_2005_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,531430,Thousands of dollars,12/31/2005,POINT (-93.709198 42.390768)
19079_2006_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,633620,Thousands of dollars,12/31/2006,POINT (-93.709198 42.390768)
19079_2007_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,676334,Thousands of dollars,12/31/2007,POINT (-93.709198 42.390768)
19079_2008_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,676685,Thousands of dollars,12/31/2008,POINT (-93.709198 42.390768)
19079_2009_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,588183,Thousands of dollars,12/31/2009,POINT (-93.709198 42.390768)
19079_2010_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,613785,Thousands of dollars,12/31/2010,POINT (-93.709198 42.390768)
19079_2011_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,713667,Thousands of dollars,12/31/2011,POINT (-93.709198 42.390768)
19079_2012_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,688309,Thousands of dollars,12/31/2012,POINT (-93.709198 42.390768)
19079_2013_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,740618,Thousands of dollars,12/31/2013,POINT (-93.709198 42.390768)
19079_2014_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,770158,Thousands of dollars,12/31/2014,POINT (-93.709198 42.390768)
19079_2015_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,760001,Thousands of dollars,12/31/2015,POINT (-93.709198 42.390768)
19079_2016_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,706387,Thousands of dollars,12/31/2016,POINT (-93.709198 42.390768)
19079_2017_CAINC1-1_annual,19079,"Hamilton, IA",CAINC1-1,Personal income,707381,Thousands of dollars,12/31/2017,POINT (-93.709198 42.390768)
19081_1997_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,278157,Thousands of dollars,12/31/1997,POINT (-93.743697 43.075411)
19081_1998_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,278496,Thousands of dollars,12/31/1998,POINT (-93.743697 43.075411)
19081_1999_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,293892,Thousands of dollars,12/31/1999,POINT (-93.743697 43.075411)
19081_2000_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,329652,Thousands of dollars,12/31/2000,POINT (-93.743697 43.075411)
19081_2001_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,324640,Thousands of dollars,12/31/2001,POINT (-93.743697 43.075411)
19081_2002_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,336335,Thousands of dollars,12/31/2002,POINT (-93.743697 43.075411)
19081_2003_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,341663,Thousands of dollars,12/31/2003,POINT (-93.743697 43.075411)
19081_2004_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,390240,Thousands of dollars,12/31/2004,POINT (-93.743697 43.075411)
19081_2005_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,384485,Thousands of dollars,12/31/2005,POINT (-93.743697 43.075411)
19081_2006_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,390163,Thousands of dollars,12/31/2006,POINT (-93.743697 43.075411)
19081_2007_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,427002,Thousands of dollars,12/31/2007,POINT (-93.743697 43.075411)
19081_2008_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,453888,Thousands of dollars,12/31/2008,POINT (-93.743697 43.075411)
19081_2009_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,417343,Thousands of dollars,12/31/2009,POINT (-93.743697 43.075411)
19081_2010_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,438213,Thousands of dollars,12/31/2010,POINT (-93.743697 43.075411)
19081_2011_CAINC1-1_annual,19081,"Hancock, IA",CAINC1-1,Personal income,508244,Thousands of dollars,12/31/2011,POINT (-93.743697 43.075411)
